orig,has_6letter_substring,extracted,locus,primary_name,organism,is_putida
sp|Q88CA2|Q88CA2_PSEPK Pp_5279,True,Q88CA2,PP_5279,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CA3|Q88CA3_PSEPK Pp_5278,True,Q88CA3,PP_5278,kauB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CA7,True,Q88CA7,PP_5274,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CA8|Q88CA8_PSEPK Pp_5273,True,Q88CA8,PP_5273,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CB0|Q88CB0_PSEPK Lrp,True,Q88CB0,PP_5271,lrp,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CB1|DADA2_PSEPK Dada2,True,Q88CB1,PP_5270,dadA2,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CB3|Q88CB3_PSEPK Pp_5268,True,Q88CB3,PP_5268,puuR,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CB4|Q88CB4_PSEPK Pp_5267,True,Q88CB4,PP_5267,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CB6|XPT_PSEPK Xpt,True,Q88CB6,PP_5265,xpt,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CB7|Q88CB7_PSEPK Rep,True,Q88CB7,PP_5264,rep,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CC2|Q88CC2_PSEPK Pp_5259,True,Q88CC2,PP_5259,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CC9|Q88CC9_PSEPK Pp_5252,True,Q88CC9,PP_5252,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CD2|Q88CD2_PSEPK Pp_5249,True,Q88CD2,PP_5249,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CD3|Q88CD3_PSEPK Pp_5248,True,Q88CD3,PP_5248,ycaC-III,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CD5,True,Q88CD5,PP_5246,kefB-III,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CD9,True,Q88CD9,PP_5242,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CE6|Q88CE6_PSEPK Pp_5235,True,Q88CE6,PP_5235,ubiK,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CE7|Q88CE7_PSEPK Pp_5234,True,Q88CE7,PP_5234,glnK,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CE8|Q88CE8_PSEPK Amtb,True,Q88CE8,PP_5233,amtB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CE9|Q88CE9_PSEPK Pp_5232,True,Q88CE9,PP_5232,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CF0|Q88CF0_PSEPK Pp_5231,True,Q88CF0,PP_5231,had,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CF2|Q88CF2_PSEPK Pp_5229,True,Q88CF2,PP_5229,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CF3|DAPF_PSEPK Dapf,True,Q88CF3,PP_5228,dapF,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CF4|Q88CF4_PSEPK Lysa-2,True,Q88CF4,PP_5227,lysA-II,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CF5|Q88CF5_PSEPK Pp_5226,True,Q88CF5,PP_5226,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CF6|CYAY_PSEPK Cyay,True,Q88CF6,PP_5225,cyaY,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CF8|Q88CF8_PSEPK Rnk,True,Q88CF8,PP_5223,rnk,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CF9|Q88CF9_PSEPK Cyaa,True,Q88CF9,PP_5222,cyaA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CG0|Y5221_PSEPK Pp_5221,True,Q88CG0,PP_5221,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CG1|Q88CG1_PSEPK Elbb,True,Q88CG1,PP_5220,elbB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CG3,True,Q88CG3,PP_5218,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CG4|PPK_PSEPK Ppk,True,Q88CG4,PP_5217,ppk,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CG5|Q88CG5_PSEPK Ppx,True,Q88CG5,PP_5216,ppx,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CG6|Q88CG6_PSEPK Trx-2,True,Q88CG6,PP_5215,trxA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CG7|Q88CG7_PSEPK Rho,True,Q88CG7,PP_5214,rho,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CG8|UBID_PSEPK Ubid,True,Q88CG8,PP_5213,ubiD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CG9|Q88CG9_PSEPK Pp_5212,True,Q88CG9,PP_5212,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CH1|Q88CH1_PSEPK Pp_5210,True,Q88CH1,PP_5210,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CH2|Q88CH2_PSEPK Pp_5209,True,Q88CH2,PP_5209,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CH3|Q88CH3_PSEPK Pp_5208,True,Q88CH3,PP_5208,yhhJ,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CH4|Q88CH4_PSEPK Pp_5207,True,Q88CH4,PP_5207,rbbA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CH5|Q88CH5_PSEPK Pp_5206,True,Q88CH5,PP_5206,yhiI,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CH6|Q88CH6_PSEPK Pp_5205,True,Q88CH6,PP_5205,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CH8|Q88CH8_PSEPK Pp_5203,True,Q88CH8,PP_5203,fau,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CH9|Q88CH9_PSEPK Pp_5202,True,Q88CH9,PP_5202,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CI0|Y5201_PSEPK Pp_5201,True,Q88CI0,PP_5201,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CI1|Q88CI1_PSEPK Pepp,True,Q88CI1,PP_5200,pepP,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CI2|Q88CI2_PSEPK Ubih,True,Q88CI2,PP_5199,ubiH,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CI3|Q88CI3_PSEPK Pp_5198,True,Q88CI3,PP_5198,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CI4|Q88CI4_PSEPK Ubif,True,Q88CI4,PP_5197,visC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CI5|Q88CI5_PSEPK Pp_5196,True,Q88CI5,PP_5196,fbpA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CI7|GCST_PSEPK Gcvt,True,Q88CI7,PP_5194,gcvT,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CI8|GCSH2_PSEPK Gcvh2,True,Q88CI8,PP_5193,gcvH2,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CI9|GCSP2_PSEPK Gcvp2,True,Q88CI9,PP_5192,gcvP2,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CJ4|Q88CJ4_PSEPK Pp_5187,True,Q88CJ4,PP_5187,ygiF,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CJ5|Q88CJ5_PSEPK Arge,True,Q88CJ5,PP_5186,argE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CJ6|Q88CJ6_PSEPK Pp_5184,True,Q88CJ6,PP_5184,spuI,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CJ7|Q88CJ7_PSEPK Pp_5183,True,Q88CJ7,PP_5183,spuB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CJ8|Q88CJ8_PSEPK Pp_5182,True,Q88CJ8,PP_5182,spuC-II,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CJ9|Q88CJ9_PSEPK Potf-2,True,Q88CJ9,PP_5181,spuD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CK0|Q88CK0_PSEPK Potf-1,True,Q88CK0,PP_5180,spuE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CK1|Q88CK1_PSEPK Potg,True,Q88CK1,PP_5179,spuF,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CK2|Q88CK2_PSEPK Poth,True,Q88CK2,PP_5178,spuG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CK3|Q88CK3_PSEPK Poti,True,Q88CK3,PP_5177,spuH,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CK5|Q88CK5_PSEPK Pp_5175,True,Q88CK5,PP_5175,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CK6|Q88CK6_PSEPK Pp_5174,True,Q88CK6,PP_5174,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CK7|Q88CK7_PSEPK Pp_5173,True,Q88CK7,PP_5173,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CK9|Q88CK9_PSEPK Cysp,True,Q88CK9,PP_5171,sbp-II,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CL0|Q88CL0_PSEPK Cyst,True,Q88CL0,PP_5170,cysU,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CL1|Q88CL1_PSEPK Cysw,True,Q88CL1,PP_5169,cysW,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CL2|CYSA_PSEPK Cysa,True,Q88CL2,PP_5168,cysA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CL4|Q88CL4_PSEPK Pp_5166,True,Q88CL4,PP_5166,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CL5|Q88CL5_PSEPK Pp_5165,True,Q88CL5,PP_5165,plpB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CL6|Q88CL6_PSEPK Pp_5164,True,Q88CL6,PP_5164,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CL7|Q88CL7_PSEPK Pp_5163,True,Q88CL7,PP_5163,maa,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CM0|Q88CM0_PSEPK Pp_5160,True,Q88CM0,PP_5160,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CM3|Q88CM3_PSEPK Pp_5157,True,Q88CM3,PP_5157,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CM4|Q88CM4_PSEPK Pp_5156,True,Q88CM4,PP_5156,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CM5|Q88CM5_PSEPK Sera,True,Q88CM5,PP_5155,serA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CM6|Q88CM6_PSEPK Pp_5154,True,Q88CM6,PP_5154,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CM7|Q88CM7_PSEPK Pp_5153,True,Q88CM7,PP_5153,ycgM,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CM8|Q88CM8_PSEPK Pp_5152,True,Q88CM8,PP_5152,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CN0|RPIA_PSEPK Rpia,True,Q88CN0,PP_5150,rpiA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CN1|Q88CN1_PSEPK Ilva-2,True,Q88CN1,PP_5149,ilvA-II,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CN3|Q88CN3_PSEPK Pp_5147,True,Q88CN3,PP_5147,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CN4|RPPH_PSEPK Rpph,True,Q88CN4,PP_5146,rppH,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CN5|Q88CN5_PSEPK Ptsp,True,Q88CN5,PP_5145,ptsP,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CN6|Q88CN6_PSEPK Pp_5144,True,Q88CN6,PP_5144,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CN8|LGT_PSEPK Lgt,True,Q88CN8,PP_5142,lgt,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CN9|TYSY_PSEPK Thya,True,Q88CN9,PP_5141,thyA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CP1|Q88CP1_PSEPK Cada-2,True,Q88CP1,PP_5139,cadA-III,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CP6|Q88CP6_PSEPK Pp_5134,True,Q88CP6,PP_5134,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CP7|Q88CP7_PSEPK Pp_5133,True,Q88CP7,PP_5133,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CP8|Q88CP8_PSEPK Fola,True,Q88CP8,PP_5132,folA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CP9,True,Q88CP9,PP_5131,tcyP,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CQ2|ILVD_PSEPK Ilvd,True,Q88CQ2,PP_5128,ilvD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CQ3|Q88CQ3_PSEPK Pp_5127,True,Q88CQ3,PP_5127,rlmI,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CQ4|Q88CQ4_PSEPK Pp_5126,True,Q88CQ4,PP_5126,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CQ5|FPG_PSEPK Mutm,True,Q88CQ5,PP_5125,mutM,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CQ7|COAD_PSEPK Coad,True,Q88CQ7,PP_5123,coaD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CR0|Q88CR0_PSEPK Pp_5120,True,Q88CR0,PP_5120,calB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CR1|Q88CR1_PSEPK Pp_5119,True,Q88CR1,PP_5119,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CR2|Q88CR2_PSEPK Pp_5118,True,Q88CR2,PP_5118,sseA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CR3,True,Q88CR3,PP_5117,yheT,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CR6|Q88CR6_PSEPK Pp_5114,True,Q88CR6,PP_5114,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CR7|Q88CR7_PSEPK Pp_5113,True,Q88CR7,PP_5113,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CR8|Q88CR8_PSEPK Pp_5112,True,Q88CR8,PP_5112,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CR9|Q88CR9_PSEPK Ftsy,True,Q88CR9,PP_5111,ftsY,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CS0|Q88CS0_PSEPK Ftse,True,Q88CS0,PP_5110,ftsE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CS1|Q88CS1_PSEPK Ftsx,True,Q88CS1,PP_5109,ftsX,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CS3,True,Q88CS3,PP_5107,mtgA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CS5|Q88CS5_PSEPK Pp_5105,True,Q88CS5,PP_5105,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CS6|THIG_PSEPK Thig,True,Q88CS6,PP_5104,thiG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CS7|TRMB_PSEPK Trmb,True,Q88CS7,PP_5103,trmB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CS9|Q88CS9_PSEPK Pp_5101,True,Q88CS9,PP_5101,yggW,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CT0|NTPA_PSEPK Pp_5100,True,Q88CT0,PP_5100,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CT1|Q88CT1_PSEPK Pp_5099,True,Q88CT1,PP_5099,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CT2|Q88CT2_PSEPK Metw,True,Q88CT2,PP_5098,metW,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CT3|METX_PSEPK Metx,True,Q88CT3,PP_5097,metXS,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CT4|Q88CT4_PSEPK Pp_5096,True,Q88CT4,PP_5096,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CT5|Q88CT5_PSEPK Proc-2,True,Q88CT5,PP_5095,proI,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CT6|Q88CT6_PSEPK Pp_5094,True,Q88CT6,PP_5094,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CT9,True,Q88CT9,PP_5091,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CU0|Q88CU0_PSEPK Pp_5090,True,Q88CU0,PP_5090,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CU1|SYR_PSEPK Args,True,Q88CU1,PP_5089,argS,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CU2|Q88CU2_PSEPK Pria,True,Q88CU2,PP_5088,priA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CU3|RL31_PSEPK Rpme,True,Q88CU3,PP_5087,rpmE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CU5|Q88CU5_PSEPK Maeb,True,Q88CU5,PP_5085,maeB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CU6|Q88CU6_PSEPK Pp_5084,True,Q88CU6,PP_5084,mrcA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CV1|AROK_PSEPK Arok,True,Q88CV1,PP_5079,aroK,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CV2|AROB_PSEPK Arob,True,Q88CV2,PP_5078,aroB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CV3|Q88CV3_PSEPK Pp_5077,True,Q88CV3,PP_5077,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CV4|Q88CV4_PSEPK Gltb,True,Q88CV4,PP_5076,gltB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CV5|Q88CV5_PSEPK Gltd,True,Q88CV5,PP_5075,gltD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CV6|DCUP_PSEPK Heme,True,Q88CV6,PP_5074,hemE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CW0|Q88CW0_PSEPK Pp_5070,True,Q88CW0,PP_5070,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CW1|Q88CW1_PSEPK Trxc,True,Q88CW1,PP_5069,trxC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CW2|Y5068_PSEPK Pp_5068,True,Q88CW2,PP_5068,selO,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88CW3|Q88CW3_PSEPK Pp_5067,True,Q88CW3,PP_5067,kefA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
